חודש חישוב,שם מוטב,סמל מוטב,סמל מוסד,שם מוסד,חודש תחולה,טווח כיתות,קוד נושא,נושא,מספר יחידות,מספר כיתות,עלות,קוד סטטוס,סטטוס,סכום מחושב,סכום מחושב קודם,הפרש מחושב
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,09/2024,,105,שרתים - חוות ומרכזים,139,4,2036.14,0,פעיל,8144.56,8144.56,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,10/2024,,105,שרתים - חוות ומרכזים,139,4,2240.61,0,פעיל,8962.44,8962.44,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,11/2024,,105,שרתים - חוות ומרכזים,139,4,2060.65,0,פעיל,8242.6,8242.6,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,12/2024,,105,שרתים - חוות ומרכזים,139,4,2033.27,0,פעיל,8133.08,8133.08,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,01/2025,,105,שרתים - חוות ומרכזים,139,4,2046.93,0,פעיל,8187.72,8187.72,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,02/2025,,105,שרתים - חוות ומרכזים,139,4,2046.93,0,פעיל,8187.72,8187.72,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,03/2025,,105,שרתים - חוות ומרכזים,139,4,2046.93,0,פעיל,8187.72,8187.72,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,04/2025,,105,שרתים - חוות ומרכזים,139,4,2154.19,0,פעיל,8616.76,8616.76,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,05/2025,,105,שרתים - חוות ומרכזים,139,4,2154.19,0,פעיל,8616.76,8616.76,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,06/2025,,105,שרתים - חוות ומרכזים,139,4,3425.39,0,פעיל,13701.56,13701.56,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,07/2025,,105,שרתים - חוות ומרכזים,139,4,2562.61,0,פעיל,10250.44,10250.44,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,08/2025,,105,שרתים - חוות ומרכזים,139,4,2154.19,0,פעיל,8616.76,8616.76,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,09/2025,,105,שרתים - חוות ומרכזים,137,4,2154.19,0,פעיל,8616.76,8616.76,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,10/2025,,105,שרתים - חוות ומרכזים,137,4,2339.95,0,פעיל,9359.8,9359.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,11/2025,,105,שרתים - חוות ומרכזים,137,4,2154.19,0,פעיל,8616.76,8616.76,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,12/2025,,105,שרתים - חוות ומרכזים,137,4,2154.19,0,פעיל,8616.76,8616.76,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,01/2026,,105,שרתים - חוות ומרכזים,137,4,2184.66,0,פעיל,8738.64,8738.64,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,02/2026,,105,שרתים - חוות ומרכזים,137,4,2184.66,0,פעיל,8738.64,8738.64,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,03/2026,,105,שרתים - חוות ומרכזים,137,4,2184.66,0,פעיל,8738.64,0,8738.64
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,09/2024,,109,מזכירים-חוות ומרכזים,139,4,646.11,0,פעיל,2584.44,2584.44,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,10/2024,,109,מזכירים-חוות ומרכזים,139,4,710.95,0,פעיל,2843.8,2843.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,11/2024,,109,מזכירים-חוות ומרכזים,139,4,653.88,0,פעיל,2615.52,2615.52,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,12/2024,,109,מזכירים-חוות ומרכזים,139,4,645.41,0,פעיל,2581.64,2581.64,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,01/2025,,109,מזכירים-חוות ומרכזים,139,4,649.74,0,פעיל,2598.96,2598.96,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,02/2025,,109,מזכירים-חוות ומרכזים,139,4,649.74,0,פעיל,2598.96,2598.96,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,03/2025,,109,מזכירים-חוות ומרכזים,139,4,649.74,0,פעיל,2598.96,2598.96,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,04/2025,,109,מזכירים-חוות ומרכזים,139,4,683.45,0,פעיל,2733.8,2733.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,05/2025,,109,מזכירים-חוות ומרכזים,139,4,683.45,0,פעיל,2733.8,2733.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,06/2025,,109,מזכירים-חוות ומרכזים,139,4,1086.59,0,פעיל,4346.36,4346.36,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,07/2025,,109,מזכירים-חוות ומרכזים,139,4,812.98,0,פעיל,3251.92,3251.92,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,08/2025,,109,מזכירים-חוות ומרכזים,139,4,683.45,0,פעיל,2733.8,2733.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,09/2025,,109,מזכירים-חוות ומרכזים,137,4,683.45,0,פעיל,2733.8,2733.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,10/2025,,109,מזכירים-חוות ומרכזים,137,4,742.36,0,פעיל,2969.44,2969.44,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,11/2025,,109,מזכירים-חוות ומרכזים,137,4,683.45,0,פעיל,2733.8,2733.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,12/2025,,109,מזכירים-חוות ומרכזים,137,4,683.45,0,פעיל,2733.8,2733.8,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,01/2026,,109,מזכירים-חוות ומרכזים,137,4,693.23,0,פעיל,2772.92,2772.92,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,02/2026,,109,מזכירים-חוות ומרכזים,137,4,693.23,0,פעיל,2772.92,2772.92,0
3/2026,עירית כפר קרע,10406544,317115,מחוננים כפר קרע,03/2026,,109,מזכירים-חוות ומרכזים,137,4,693.23,0,פעיל,2772.92,0,2772.92
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2024,א-ו חנ"מ,002,שרתים,0,3,2036.14,0,פעיל,6108.42,6108.42,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2024,א-ו חנ"מ,002,שרתים,0,3,2240.61,0,פעיל,6721.83,6721.83,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2024,א-ו חנ"מ,002,שרתים,0,3,2060.65,0,פעיל,6181.95,6181.95,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2024,א-ו חנ"מ,002,שרתים,0,3,2033.27,0,פעיל,6099.81,6099.81,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2025,א-ו חנ"מ,002,שרתים,0,3,2046.93,0,פעיל,6140.79,6140.79,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2025,א-ו חנ"מ,002,שרתים,0,3,2046.93,0,פעיל,6140.79,6140.79,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2025,א-ו חנ"מ,002,שרתים,0,3,2046.93,0,פעיל,6140.79,6140.79,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,04/2025,א-ו חנ"מ,002,שרתים,0,3,2154.19,0,פעיל,6462.57,6462.57,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,05/2025,א-ו חנ"מ,002,שרתים,0,3,2154.19,0,פעיל,6462.57,6462.57,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,06/2025,א-ו חנ"מ,002,שרתים,0,3,3425.39,0,פעיל,10276.17,10276.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,07/2025,א-ו חנ"מ,002,שרתים,0,3,2562.61,0,פעיל,7687.83,7687.83,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,08/2025,א-ו חנ"מ,002,שרתים,0,3,2154.19,0,פעיל,6462.57,6462.57,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2025,א-ו חנ"מ,002,שרתים,0,3,2154.19,0,פעיל,6462.57,6462.57,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2025,א-ו חנ"מ,002,שרתים,0,3,2339.95,0,פעיל,7019.85,7019.85,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2025,א-ו חנ"מ,002,שרתים,0,3,2154.19,0,פעיל,6462.57,6462.57,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2025,א-ו חנ"מ,002,שרתים,0,3,2154.19,0,פעיל,6462.57,6462.57,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2026,א-ו חנ"מ,002,שרתים,0,3,2184.66,0,פעיל,6553.98,6553.98,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2026,א-ו חנ"מ,002,שרתים,0,3,2184.66,0,פעיל,6553.98,6553.98,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2026,א-ו חנ"מ,002,שרתים,0,3,2184.66,0,פעיל,6553.98,0,6553.98
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2024,א-יב חנ"מ,107,מזכירים,0,3,646.11,0,פעיל,1938.33,1938.33,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2024,א-יב חנ"מ,107,מזכירים,0,3,710.95,0,פעיל,2132.85,2132.85,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2024,א-יב חנ"מ,107,מזכירים,0,3,653.88,0,פעיל,1961.64,1961.64,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2024,א-יב חנ"מ,107,מזכירים,0,3,645.41,0,פעיל,1936.23,1936.23,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2025,א-יב חנ"מ,107,מזכירים,0,3,649.74,0,פעיל,1949.22,1949.22,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2025,א-יב חנ"מ,107,מזכירים,0,3,649.74,0,פעיל,1949.22,1949.22,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2025,א-יב חנ"מ,107,מזכירים,0,3,649.74,0,פעיל,1949.22,1949.22,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,04/2025,א-יב חנ"מ,107,מזכירים,0,3,683.45,0,פעיל,2050.35,2050.35,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,05/2025,א-יב חנ"מ,107,מזכירים,0,3,683.45,0,פעיל,2050.35,2050.35,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,06/2025,א-יב חנ"מ,107,מזכירים,0,3,1086.59,0,פעיל,3259.77,3259.77,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,07/2025,א-יב חנ"מ,107,מזכירים,0,3,812.98,0,פעיל,2438.94,2438.94,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,08/2025,א-יב חנ"מ,107,מזכירים,0,3,683.45,0,פעיל,2050.35,2050.35,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2025,א-יב חנ"מ,107,מזכירים,0,3,683.45,0,פעיל,2050.35,2050.35,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2025,א-יב חנ"מ,107,מזכירים,0,3,742.36,0,פעיל,2227.08,2227.08,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2025,א-יב חנ"מ,107,מזכירים,0,3,683.45,0,פעיל,2050.35,2050.35,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2025,א-יב חנ"מ,107,מזכירים,0,3,683.45,0,פעיל,2050.35,2050.35,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2026,א-יב חנ"מ,107,מזכירים,0,3,693.23,0,פעיל,2079.69,2079.69,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2026,א-יב חנ"מ,107,מזכירים,0,3,693.23,0,פעיל,2079.69,2079.69,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2026,א-יב חנ"מ,107,מזכירים,0,3,693.23,0,פעיל,2079.69,0,2079.69
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2024,א - ו,571,ניהול עצמי משופר א-ו,610,0,88.52,0,פעיל,53997.2,53997.2,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2024,א - ו,571,ניהול עצמי משופר א-ו,612,0,97.41,0,פעיל,59614.92,59614.92,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2024,א - ו,571,ניהול עצמי משופר א-ו,614,0,89.59,0,פעיל,55008.26,55008.26,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2024,א - ו,571,ניהול עצמי משופר א-ו,614,0,88.41,0,פעיל,54283.74,54283.74,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2025,א - ו,571,ניהול עצמי משופר א-ו,613,0,89,0,פעיל,54557,54557,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2025,א - ו,571,ניהול עצמי משופר א-ו,613,0,89,0,פעיל,54557,54557,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2025,א - ו,571,ניהול עצמי משופר א-ו,611,0,89,0,פעיל,54379,54379,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,04/2025,א - ו,571,ניהול עצמי משופר א-ו,611,0,93.65,0,פעיל,57220.15,57220.15,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,05/2025,א - ו,571,ניהול עצמי משופר א-ו,611,0,93.65,0,פעיל,57220.15,57220.15,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,06/2025,א - ו,571,ניהול עצמי משופר א-ו,611,0,148.91,0,פעיל,90984.01,90984.01,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,07/2025,א - ו,571,ניהול עצמי משופר א-ו,611,0,111.41,0,פעיל,68071.51,68071.51,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,08/2025,א - ו,571,ניהול עצמי משופר א-ו,611,0,93.65,0,פעיל,57220.15,57220.15,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2025,א - ו,571,ניהול עצמי משופר א-ו,633,0,93.65,0,פעיל,59280.45,59280.45,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2025,א - ו,571,ניהול עצמי משופר א-ו,633,0,101.73,0,פעיל,64395.09,64395.09,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2025,א - ו,571,ניהול עצמי משופר א-ו,634,0,93.65,0,פעיל,59374.1,59374.1,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2025,א - ו,571,ניהול עצמי משופר א-ו,632,0,93.65,0,פעיל,59186.8,59093.15,93.65
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2026,א - ו,571,ניהול עצמי משופר א-ו,632,0,94.98,0,פעיל,60027.36,59932.38,94.98
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2026,א - ו,571,ניהול עצמי משופר א-ו,633,0,94.98,0,פעיל,60122.34,60122.34,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2026,א - ו,571,ניהול עצמי משופר א-ו,633,0,94.98,0,פעיל,60122.34,0,60122.34
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,04/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,05/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,06/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,07/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,08/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,09/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,10/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,11/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,12/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,01/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,02/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318188,אלמוסתקבל,03/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,19,248.75,0,פעיל,248.75,0,248.75
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2024,א-ו חנ"מ,002,שרתים,0,1,2036.14,0,פעיל,2036.14,2036.14,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2024,א-ו חנ"מ,002,שרתים,0,1,2240.61,0,פעיל,2240.61,2240.61,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2024,א-ו חנ"מ,002,שרתים,0,1,2060.65,0,פעיל,2060.65,2060.65,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2024,א-ו חנ"מ,002,שרתים,0,1,2033.27,0,פעיל,2033.27,2033.27,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2025,א-ו חנ"מ,002,שרתים,0,1,2046.93,0,פעיל,2046.93,2046.93,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2025,א-ו חנ"מ,002,שרתים,0,1,2046.93,0,פעיל,2046.93,2046.93,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2025,א-ו חנ"מ,002,שרתים,0,1,2046.93,0,פעיל,2046.93,2046.93,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,04/2025,א-ו חנ"מ,002,שרתים,0,1,2154.19,0,פעיל,2154.19,2154.19,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,05/2025,א-ו חנ"מ,002,שרתים,0,1,2154.19,0,פעיל,2154.19,2154.19,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,06/2025,א-ו חנ"מ,002,שרתים,0,1,3425.39,0,פעיל,3425.39,3425.39,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,07/2025,א-ו חנ"מ,002,שרתים,0,1,2562.61,0,פעיל,2562.61,2562.61,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,08/2025,א-ו חנ"מ,002,שרתים,0,1,2154.19,0,פעיל,2154.19,2154.19,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2025,א-ו חנ"מ,002,שרתים,0,1,2154.19,0,פעיל,2154.19,2154.19,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2025,א-ו חנ"מ,002,שרתים,0,1,2339.95,0,פעיל,2339.95,2339.95,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2025,א-ו חנ"מ,002,שרתים,0,1,2154.19,0,פעיל,2154.19,2154.19,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2025,א-ו חנ"מ,002,שרתים,0,1,2154.19,0,פעיל,2154.19,2154.19,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2026,א-ו חנ"מ,002,שרתים,0,1,2184.66,0,פעיל,2184.66,2184.66,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2026,א-ו חנ"מ,002,שרתים,0,1,2184.66,0,פעיל,2184.66,2184.66,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2026,א-ו חנ"מ,002,שרתים,0,1,2184.66,0,פעיל,2184.66,0,2184.66
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2024,א-יב חנ"מ,107,מזכירים,0,1,646.11,0,פעיל,646.11,646.11,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2024,א-יב חנ"מ,107,מזכירים,0,1,710.95,0,פעיל,710.95,710.95,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2024,א-יב חנ"מ,107,מזכירים,0,1,653.88,0,פעיל,653.88,653.88,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2024,א-יב חנ"מ,107,מזכירים,0,1,645.41,0,פעיל,645.41,645.41,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2025,א-יב חנ"מ,107,מזכירים,0,1,649.74,0,פעיל,649.74,649.74,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2025,א-יב חנ"מ,107,מזכירים,0,1,649.74,0,פעיל,649.74,649.74,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2025,א-יב חנ"מ,107,מזכירים,0,1,649.74,0,פעיל,649.74,649.74,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,04/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,05/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,06/2025,א-יב חנ"מ,107,מזכירים,0,1,1086.59,0,פעיל,1086.59,1086.59,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,07/2025,א-יב חנ"מ,107,מזכירים,0,1,812.98,0,פעיל,812.98,812.98,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,08/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2025,א-יב חנ"מ,107,מזכירים,0,1,742.36,0,פעיל,742.36,742.36,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2026,א-יב חנ"מ,107,מזכירים,0,1,693.23,0,פעיל,693.23,693.23,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2026,א-יב חנ"מ,107,מזכירים,0,1,693.23,0,פעיל,693.23,693.23,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2026,א-יב חנ"מ,107,מזכירים,0,1,693.23,0,פעיל,693.23,0,693.23
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2024,א - ו,571,ניהול עצמי משופר א-ו,178,0,88.52,0,פעיל,15756.56,15756.56,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2024,א - ו,571,ניהול עצמי משופר א-ו,175,0,97.41,0,פעיל,17046.75,17046.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2024,א - ו,571,ניהול עצמי משופר א-ו,173,0,89.59,0,פעיל,15499.07,15499.07,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2024,א - ו,571,ניהול עצמי משופר א-ו,176,0,88.41,0,פעיל,15560.16,15560.16,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2025,א - ו,571,ניהול עצמי משופר א-ו,176,0,89,0,פעיל,15664,15664,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2025,א - ו,571,ניהול עצמי משופר א-ו,176,0,89,0,פעיל,15664,15664,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,89,0,פעיל,15575,15575,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,04/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,93.65,0,פעיל,16388.75,16388.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,05/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,93.65,0,פעיל,16388.75,16388.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,06/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,148.91,0,פעיל,26059.25,26059.25,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,07/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,111.41,0,פעיל,19496.75,19496.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,08/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,93.65,0,פעיל,16388.75,16388.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2025,א - ו,571,ניהול עצמי משופר א-ו,189,0,93.65,0,פעיל,17699.85,17699.85,0
