חודש חישוב,חודש תחולה,חשבות,סמל מוטב,שם מוטב,קוד נושא,תאור נושא,סך הכל מגיע,שולם,הפרש לתשלום,יתרת חוב,יתרת ביצוע החודש,הערות
3/2026,10/2025,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,342667.58,342341.55,326.03,0,326.03
3/2026,09/2025,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,336441.05,336029.51,411.54,0,411.54
3/2026,03/2026,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,351607.96,0,351607.96,0,351607.96
3/2026,02/2026,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,351607.96,350404.44,1203.52,0,1203.52
3/2026,01/2026,מטה,10406544,עירית כפר קרע,557,ש.תומכות -עוז לתמורה,350738.14,350404.44,333.7,0,333.7
3/2026,03/2026,מטה,10406544,עירית כפר קרע,558,מנהל/מנהל עוז לתמורה,27516.79,0,27516.79,0,27516.79
3/2026,12/2025,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14241.95,14253.28,-11.33,0,-11.33
3/2026,11/2025,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14241.95,14253.28,-11.33,0,-11.33
3/2026,10/2025,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14241.95,14253.28,-11.33,0,-11.33
3/2026,09/2025,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14015.25,14020.92,-5.67,0,-5.67
3/2026,03/2026,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14607.77,0,14607.77,0,14607.77
3/2026,02/2026,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14607.77,14590.37,17.4,0,17.4
3/2026,01/2026,מטה,10406544,עירית כפר קרע,559,שעות תפקיד עוז,14578.77,14590.37,-11.6,0,-11.6
3/2026,12/2025,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1493.96,1558.21,-64.25,0,-64.25
3/2026,11/2025,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1493.96,1558.21,-64.25,0,-64.25
3/2026,10/2025,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1445.76,1510.02,-64.26,0,-64.26
3/2026,09/2025,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1493.96,1558.21,-64.25,0,-64.25
3/2026,03/2026,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1529.45,0,1529.45,0,1529.45
3/2026,02/2026,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1529.45,1595.23,-65.78,0,-65.78
3/2026,01/2026,מטה,10406544,עירית כפר קרע,561,אוריינות מדעית-כ. י',1529.45,1595.23,-65.78,0,-65.78
3/2026,12/2025,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13338.8,13349.48,-10.68,0,-10.68
3/2026,11/2025,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13338.8,13349.48,-10.68,0,-10.68
3/2026,10/2025,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13333.46,13344.14,-10.68,0,-10.68
3/2026,09/2025,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13300.02,13316.24,-16.22,0,-16.22
3/2026,03/2026,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13660.27,0,13660.27,0,13660.27
3/2026,02/2026,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13660.27,13665.53,-5.26,0,-5.26
3/2026,01/2026,מטה,10406544,עירית כפר קרע,567,ש.פרטניות נוספות-עוז,13654.6,13665.53,-10.93,0,-10.93
3/2026,12/2025,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,44468.04,44500.27,-32.23,0,-32.23
3/2026,11/2025,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,44468.04,44500.27,-32.23,0,-32.23
3/2026,10/2025,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,44452.03,44484.26,-32.23,0,-32.23
3/2026,09/2025,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,44346.14,44378.37,-32.23,0,-32.23
3/2026,03/2026,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,45537.83,0,45537.83,0,45537.83
3/2026,02/2026,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,45537.83,45553.8,-15.97,0,-15.97
3/2026,01/2026,מטה,10406544,עירית כפר קרע,568,ש.תומכות נוספות-עוז,45520.81,45553.8,-32.99,0,-32.99
3/2026,12/2025,מטה,10406544,עירית כפר קרע,571,ניהול עצמי משופר א-ו,200317.35,200223.7,93.65,0,93.65
